time,sigma,output_effective_labor,capital_effective_labor,consumption_effective_labor,wage_productivity,ai_services_effective_labor,capability,ai_service_price,output_per_person_growth,wage_growth,consumption_per_person_growth,net_interest,labor_income_share,inference_output_share,research_output_share,profit_output_share,capability_frontier_ratio,ai_services_counterfactual_ratio,output_counterfactual_ratio,consumption_counterfactual_ratio,wage_counterfactual_ratio
453.0,1.5,68629096152151.26,154049480435565.66,5700641636572.432,1154271517.0428517,4.608081274413501e+16,1002.185120714239,0.0009978196436276347,0.0570157444404153,0.04134409190341632,0.057015112716869785,0.09701511271686979,1.6818981769537263e-05,0.6699831810182305,0.0,0.0,0.9,1.0,1.0,1.0,1.0
453.125,1.5,69033614532870.39,154957520485476.75,5734242301710.868,1158802835.6790752,4.635242774539723e+16,1002.185120714239,0.0009978196436276347,0.05701571387570696,0.041344071013484494,0.05701508338849786,0.09701508338849786,1.6786066375349768e-05,0.6699832139336246,0.0,0.0,0.9,1.0,1.0,1.0,1.0
453.25,1.5,69440516988885.71,155870912294532.1,5768040994432.028,1163351939.8585343,4.662564354964302e+16,1002.185120714239,0.0009978196436276347,0.0570156833708437,0.04134405016445525,0.057015054117548446,0.09701505411754845,1.6753215418092795e-05,0.6699832467845819,0.0,0.0,0.9,1.0,1.0,1.0,1.0
453.375,1.5,69849817569965.37,156789687402050.8,5802038881739.845,1167918899.3838713,4.690046959071687e+16,1002.185120714239,0.0009978196436276347,0.057015652925707205,0.04134402935624772,0.057015024903908744,0.09701502490390874,1.6720428771542908e-05,0.6699832795712284,0.0,0.0,0.9,1.0,1.0,1.0,1.0
453.5,1.5,70261530408674.75,157713877533219.25,5836237137515.538,1172503784.3317103,4.717691535805756e+16,1002.185120714239,0.0009978196436276347,0.05701562254017989,0.04134400858878156,0.05701499574746643,0.09701499574746643,1.668770630972407e-05,0.6699833122936902,0.0,0.0,0.9,1.0,1.0,1.0,1.0
453.625,1.5,70675669720860.77,158643514600178.44,5870636942557.839,1177106665.0536861,4.74549903970248e+16,1002.185120714239,0.0009978196436276347,0.05701559221414405,0.04134398786197634,0.05701496664810914,0.09701496664810914,1.6655047906907166e-05,0.669983344952093,0.0,0.0,0.9,1.0,1.0,1.0,1.0
453.75,1.5,71092249806144.8,159578630703129.4,5905239484623.855,1181727612.1775546,4.773470430922844e+16,1002.185120714239,0.0009978196436276347,0.05701556194748376,0.041343967175752824,0.057014937605726144,0.09701493760572615,1.662245343760965e-05,0.6699833775465623,0.0,0.0,0.9,1.0,1.0,1.0,1.0
453.875,1.5,71511285048412.66,160519258131438.84,5940045958470.057,1186366696.6082366,4.801606675286095e+16,1002.185120714239,0.0009978196436276347,0.05701553174007912,0.04134394653002909,0.0570149086202025,0.0970149086202025,1.6589922776594997e-05,0.6699834100772234,0.0,0.0,0.9,1.0,1.0,1.0,1.0
454.0,1.5,71932789916317.17,161465429364755.25,5975057565893.478,1191023989.5289829,4.829908744302917e+16,1002.185120714239,0.0009978196436276347,0.057015501591817404,0.041343925924728055,0.057014879691430535,0.09701487969143054,1.655745579887217e-05,0.6699834425442011,0.0,0.0,0.9,1.0,1.0,1.0,1.0
454.125,1.5,72356778963771.95,162417177074130.16,6010275515773.271,1195699562.4023654,4.858377615209207e+16,1002.185120714239,0.0009978196436276347,0.05701547150258141,0.041343905359769624,0.05701485081929799,0.09701485081929799,1.6525052379695252e-05,0.6699834749476202,0.0,0.0,0.9,1.0,1.0,1.0,1.0
